"user_id_1","user_id_2","score"
"4003","4004","39.5636"
"4003","4006","45.0449"
"4003","4008","40.6663"
"4003","4011","58.0382"
"4003","4016","27.605"
"4003","4018","75.1276"
"4003","4020","34.0483"
"4003","4021","71.1979"
"4003","4022","54.1533"
"4003","4024","62.3767"
"4003","4026","43.3617"
"4003","4029","77.3764"
"4003","4030","29.6251"
"4003","4031","36.2077"
"4003","4033","29.7351"
"4003","4035","29.6528"
"4003","4037","41.5021"
"4003","4038","52.2669"
"4003","4041","40.2172"
"4003","4043","33.9921"
"4003","4046","22.1632"
"4003","4051","23.116"
"4003","4053","34.1867"
"4003","4054","26.99"
"4003","4055","23.6238"
"4003","4056","24.3397"
"4003","4057","90.4149"
"4003","4058","27.8905"
"4003","4060","24.6401"
"4003","4061","50.766"
"4003","4063","44.9993"
"4003","4064","38.8986"
"4003","4065","46.1358"
"4003","4066","72.9722"
"4003","4067","28.3823"
"4003","4068","29.0755"
"4003","4072","56.4172"
"4003","4073","35.1875"
"4003","4074","28.8729"
"4003","4077","42.8052"
"4003","4078","66.6492"
"4003","4079","34.9676"
"4003","4080","34.2728"
"4003","4083","24.9021"
"4003","4086","58.8588"
"4003","4088","31.2731"
"4003","4091","50.6612"
"4003","4092","28.284"
"4003","4093","37.0233"
"4003","4095","29.9856"
"4003","4096","73.3033"
"4003","4099","38.2853"
"4003","4100","19.4585"
"4003","4102","25.5405"
"4003","4104","31.9849"
"4003","4105","65.8133"
"4003","4107","28.1547"
"4003","4110","51.8619"
"4003","4112","44.6159"
"4003","4114","45.6556"
"4003","4116","53.096"
"4003","4118","56.1509"
"4003","4119","49.5103"
"4003","4122","39.8442"
"4003","4123","82.3387"
"4003","4124","40.196"
"4003","4126","39.3882"
"4003","4127","25.2014"
"4003","4128","49.1693"
"4003","4131","38.2145"
"4003","4134","34.4048"
"4003","4136","45.3948"
"4003","4139","29.5636"
"4003","4142","42.9622"
"4003","4146","44.0109"
"4003","4147","71.0068"
"4003","4148","42.6734"
"4003","4151","46.1606"
"4003","4152","35.141"
"4003","4154","27.1391"
"4003","4155","57.7709"
"4003","4157","41.9929"
"4003","4160","73.3383"
"4003","4162","27.3066"
"4003","4163","24.0054"
"4003","4165","36.5783"
"4003","4166","38.7123"
"4003","4167","50.0208"
"4003","4169","63.2422"
"4003","4171","34.5147"
"4003","4173","37.1961"
"4003","4175","39.6386"
"4003","4180","47.9201"
"4003","4181","55.3423"
"4003","4182","51.3104"
"4003","4183","32.0223"
"4003","4184","38.9391"
"4003","4186","39.4439"
"4003","4187","22.5004"
"4003","4188","45.2402"
"4003","4189","43.1898"
"4003","4190","31.8445"
"4003","4192","32.9647"
"4003","4194","37.8105"
"4003","4195","47.2564"
"4003","4196","44.1178"
"4003","4199","34.4338"
"4003","4201","44.9977"
"4003","4202","36.007"
"4003","4205","32.5031"
"4003","4206","43.4291"
"4003","4207","23.7041"
"4003","4208","37.9866"
"4003","4213","33.8887"
"4003","4215","34.5659"
"4003","4216","32.0451"
"4003","4217","36.1036"
"4003","4218","58.2158"
"4003","4219","47.1795"
"4003","4220","50.0252"
"4003","4225","19.6175"
"4003","4226","33.2409"
"4003","4227","28.6486"
"4003","4228","31.3266"
"4003","4229","34.9376"
"4003","4230","59.8487"
"4003","4231","30.4998"
"4003","4232","40.269"
"4003","4235","49.5325"
"4003","4241","37.2124"
"4003","4242","48.2702"
"4003","4243","23.2447"
"4003","4245","84.0326"
"4003","4246","38.5724"
"4003","4247","24.4093"
"4003","4248","27.1447"
"4003","4250","58.8571"
"4003","4251","40.7298"
"4003","4253","43.3054"
"4003","4258","40.4612"
"4003","4260","54.8193"
"4003","4263","46.0413"
"4003","4268","40.6241"
"4003","4274","18.4753"
"4003","4275","46.1551"
"4003","4276","73.2049"
"4003","4277","33.0313"
"4003","4278","23.0036"
"4003","4281","43.3544"
"4003","4283","44.1495"
"4003","4284","43.6"
"4003","4286","67.213"
"4003","4287","27.22"
"4003","4288","50.4246"
"4003","4289","36.5162"
"4003","4291","56.9282"
"4003","4292","53.2152"
"4003","4294","35.7661"
"4003","4296","30.3093"
"4003","4297","31.8662"
"4003","4302","46.6417"
"4003","4303","40.4434"
"4003","4308","44.8292"
"4003","4309","39.072"
"4003","4311","49.7786"
"4003","4313","36.4502"
"4003","4314","58.9862"
"4003","4315","39.7621"
"4003","4316","46.9317"
"4003","4321","33.9808"
"4003","4322","41.1983"
"4003","4324","65.4556"
"4003","4325","32.4687"
"4003","4327","57.7816"
"4003","4329","44.8388"
"4003","4331","54.9758"
"4003","4335","46.888"
"4003","4340","32.2699"
"4003","4341","49.6208"
"4003","4342","34.1702"
"4003","4343","44.6469"
"4003","4344","75.5034"
"4003","4346","29.7559"
"4003","4351","35.5868"
"4003","4352","52.9754"
"4003","4353","62.9588"
"4003","4355","31.3005"
"4003","4356","56.1056"
"4003","4357","57.9432"
"4003","4358","27.4504"
"4003","4361","36.3842"
"4003","4362","43.8404"
"4003","4364","31.1321"
"4003","4365","40.6676"
"4003","4366","44.6151"
"4003","4367","43.543"
"4003","4368","61.2345"
"4003","4370","53.948"
"4003","4373","59.603"
"4003","4374","44.0964"
"4003","4377","60.1971"
"4003","4379","33.117"
"4003","4380","71.0267"
"4003","4382","29.9019"
"4003","4383","54.4221"
"4003","4384","29.976"
"4003","4385","85.0342"
"4003","4389","46.2884"
"4003","4390","47.1586"
"4003","4391","37.1227"
"4003","4392","35.558"
"4003","4394","25.7573"
"4003","4395","30.7642"
"4003","4398","36.0836"
"4003","4399","64.9402"
"4003","4400","45.4561"
"4003","4401","23.1671"
"4003","4403","67.9004"
"4003","4405","82.4213"
"4003","4406","31.5348"
"4003","4407","32.2699"
"4003","4408","70.0005"
"4003","4410","33.4525"
"4003","4412","47.9813"
"4003","4415","66.1147"
"4003","4416","31.8998"
"4003","4417","18.1408"
"4003","4420","28.8016"
"4003","4425","45.2787"
"4003","4426","33.9454"
"4003","4427","52.0577"
"4003","4428","30.682"
"4003","4429","29.2528"
"4003","4430","50.1759"
"4003","4433","57.2958"
"4003","4434","52.9195"
"4003","4435","72.4236"
"4003","4436","24.5065"
"4003","4438","62.9027"
"4003","4440","33.9821"
"4003","4445","23.4003"
"4003","4446","33.4848"
"4003","4447","44.2256"
"4003","4451","27.1415"
"4003","4452","38.3713"
"4003","4453","55.6399"
"4003","4456","58.2341"
"4003","4457","44.2791"
"4003","4460","60.1109"
"4003","4461","38.4256"
"4003","4463","36.562"
"4003","4466","38.5186"
"4003","4468","49.7127"
"4003","4470","37.7962"
"4003","4471","45.9399"
"4003","4472","39.4358"
"4003","4475","42.1559"
"4003","4477","39.6615"
"4003","4484","41.2303"
"4003","4485","51.4172"
"4003","4488","48.4975"
"4003","4491","43.6926"
"4003","4492","25.4357"
"4003","4494","42.7926"
"4003","4495","58.2086"
"4003","4497","28.5312"
"4003","4498","33.2019"
"4003","4499","39.5899"
"4003","4500","56.785"
"4003","4503","70.556"
"4003","4504","30.3974"
"4003","4505","60.6131"
"4003","4507","33.5018"
"4003","4508","30.2831"
"4003","4515","40.636"
"4003","4516","52.9004"
"4003","4517","21.1654"
"4003","4518","44.4326"
"4003","4519","34.6374"
"4003","4521","50.8241"
"4003","4522","45.3116"
"4003","4524","53.9849"
"4003","4526","47.3807"
"4003","4527","37.7166"
"4003","4528","55.5545"
"4003","4529","50.7065"
"4003","4531","51.4558"
"4003","4538","41.0254"
"4003","4539","38.8474"
"4003","4540","49.519"
"4003","4542","59.7202"
"4003","4545","82.8128"
"4003","4548","54.57"
"4003","4550","40.3018"
"4003","4552","27.1465"
"4003","4554","49.3821"
"4003","4555","57.4538"
"4003","4557","23.9583"
"4003","4559","30.9919"
"4003","4560","42.5691"
"4003","4562","45.0849"
"4003","4563","76.9995"
"4003","4566","35.2"
"4003","4570","54.7462"
"4003","4572","43.4336"
"4003","4573","66.9869"
"4003","4576","52.69"
"4003","4578","45.3822"
"4003","4580","35.4543"
"4003","4582","67.2792"
"4003","4585","35.0207"
"4003","4586","85.8816"
"4003","4587","43.833"
"4003","4589","32.824"
"4003","4591","41.8408"
"4003","4592","66.9153"
"4003","4594","34.203"
"4003","4595","54.5305"
"4003","4600","62.1746"
"4003","4602","43.3731"
"4003","4603","26.0811"
"4003","4604","59.9478"
"4003","4605","51.1437"
"4003","4607","25.5292"
"4003","4609","33.1569"
"4003","4610","40.5709"
"4003","4612","28.0989"
"4003","4614","45.4507"
"4003","4615","31.0114"
"4003","4616","57.2017"
"4003","4617","25.8757"
"4003","4618","39.781"
"4003","4619","23.9581"
"4003","4621","37.5218"
"4003","4622","35.3785"
"4003","4623","21.3179"
"4003","4624","24.3701"
"4003","4625","32.8524"
"4003","4627","21.6564"
"4003","4628","44.629"
"4003","4629","34.9235"
"4003","4630","32.2947"
"4003","4632","32.691"
"4003","4635","30.1368"
"4003","4636","48.3614"
"4003","4637","36.6955"
"4003","4638","58.4643"
"4003","4640","51.8617"
"4003","4641","31.0848"
"4003","4642","37.0215"
"4003","4645","36.4365"
"4003","4647","30.6392"
"4003","4649","47.1668"
"4003","4650","70.7779"
"4003","4651","56.3352"
"4003","4653","35.6869"
"4003","4654","60.9215"
"4003","4655","40.2613"
"4003","4656","33.0318"
"4003","4657","31.2386"
"4003","4658","73.1675"
"4003","4659","50.5788"
"4003","4660","15.5857"
"4003","4661","45.4454"
"4003","4662","34.3235"
"4003","4663","34.1866"
"4003","4665","27.2367"
"4003","4666","36.222"
"4003","4667","40.9232"
"4003","4669","26.6499"
"4003","4670","37.8648"
"4003","4671","58.7801"
"4003","4674","26.4848"
"4003","4676","25.8595"
"4003","4677","42.0516"
"4003","4678","45.4361"
"4003","4680","28.9893"
"4003","4681","32.755"
"4003","4683","54.6059"
"4003","4684","62.2323"
"4003","4685","36.82"
"4003","4686","68.9647"
"4003","4687","63.2044"
"4003","4689","37.2411"
"4003","4691","29.8075"
"4003","4694","66.1976"
"4003","4695","38.825"
"4003","4699","35.9966"
"4003","4704","45.0394"
"4003","4705","41.5881"
"4003","4706","35.1967"
"4003","4708","53.2731"
"4003","4709","33.215"
"4003","4710","36.3742"
"4003","4712","31.3052"
"4003","4713","18.5769"
"4003","4715","45.0627"
"4003","4716","42.0983"
"4003","4717","79.9211"
"4003","4718","43.9722"
"4003","4719","40.3528"
"4003","4720","33.5385"
"4003","4722","42.5886"
"4003","4723","29.7996"
"4003","4725","30.7326"
"4003","4726","35.9862"
"4003","4727","54.9373"
"4003","4728","30.6621"
"4003","4729","46.9646"
"4003","4731","31.0642"
"4003","4732","45.6813"
"4003","4734","48.2545"
"4003","4735","25.0926"
"4003","4739","37.7455"
"4003","4742","44.7004"
"4003","4743","39.8851"
"4003","4744","50.2943"
"4003","4745","28.8586"
"4003","4746","30.7686"
"4003","4752","40.043"
"4003","4753","29.7114"
"4003","4754","36.0135"
"4003","4755","22.2411"
"4003","4759","42.2068"
"4003","4760","32.6766"
"4003","4761","27.1692"
"4003","4762","24.8399"
"4003","4764","36.9733"
"4003","4767","49.6054"
"4003","4769","78.6428"
"4003","4773","22.3914"
"4003","4776","39.7289"
"4003","4777","30.4933"
"4003","4779","26.1147"
"4003","4780","46.3699"
"4003","4781","49.8232"
"4003","4783","57.0696"
"4003","4788","28.2123"
"4003","4790","31.0782"
"4004","4006","29.0764"
"4004","4008","27.8984"
"4004","4011","41.8044"
"4004","4016","54.529"
"4004","4018","36.1976"
"4004","4020","30.5324"
"4004","4021","29.6154"
"4004","4022","39.4116"
"4004","4024","36.4374"
"4004","4026","67.2936"
"4004","4029","46.9244"
"4004","4030","32.1368"
"4004","4031","28.9932"
"4004","4033","49.3905"
"4004","4035","32.7463"
"4004","4037","25.7059"
"4004","4038","31.8822"
"4004","4041","51.908"
"4004","4043","28.2087"
"4004","4046","42.6634"
"4004","4051","30.7456"
"4004","4053","43.3452"
"4004","4054","61.1201"
"4004","4055","73.6101"
"4004","4056","20.0467"
"4004","4057","40.2509"
"4004","4058","30.9008"
"4004","4060","58.3482"
"4004","4061","40.9195"
"4004","4063","50.4072"
"4004","4064","45.7219"
"4004","4065","36.5762"
"4004","4066","35.9597"
"4004","4067","39.4752"
"4004","4068","19.7623"
"4004","4072","31.3064"
"4004","4073","57.2078"
"4004","4074","35.0251"
"4004","4077","73.4812"
"4004","4078","76.8611"
"4004","4079","52.082"
"4004","4080","64.3773"
"4004","4083","49.5682"
"4004","4086","45.6904"
"4004","4088","43.0469"
"4004","4091","65.9312"
"4004","4092","43.6175"
"4004","4093","41.4641"
"4004","4095","28.5368"
"4004","4096","22.3486"
"4004","4099","17.7574"
"4004","4100","47.4432"
"4004","4102","39.0076"
"4004","4104","72.8008"
"4004","4105","42.0937"
"4004","4107","32.4985"
"4004","4110","36.3186"
"4004","4112","32.9221"
"4004","4114","43.721"
"4004","4116","35.2546"
"4004","4118","26.2059"
"4004","4119","29.7805"
"4004","4122","39.7503"
"4004","4123","40.9001"
"4004","4124","66.9952"
"4004","4126","51.2023"
"4004","4127","18.9661"
"4004","4128","63.6821"
"4004","4131","17.8616"
"4004","4134","28.5301"
"4004","4136","40.6058"
"4004","4139","59.5038"
"4004","4142","40.1523"
"4004","4146","41.5067"
"4004","4147","38.2665"
"4004","4148","27.69"
"4004","4151","45.3125"
"4004","4152","56.4917"
"4004","4154","45.2187"
"4004","4155","36.835"
"4004","4157","29.2177"
"4004","4160","28.1144"
"4004","4162","33.0314"
"4004","4163","31.8855"
"4004","4165","54.4387"
"4004","4166","30.6691"
"4004","4167","10.3541"
"4004","4169","41.3879"
"4004","4171","63.8521"
"4004","4173","25.0422"
"4004","4175","55.5037"
"4004","4180","43.5356"
"4004","4181","29.944"
"4004","4182","39.1662"
"4004","4183","24.3568"
"4004","4184","19.8958"
"4004","4186","54.1"
"4004","4187","25.5691"
"4004","4188","23.2086"
"4004","4189","39.9559"
"4004","4190","37.7783"
"4004","4192","38.5412"
"4004","4194","68.058"
"4004","4195","38.5865"
"4004","4196","35.2686"
"4004","4199","24.1149"
"4004","4201","33.2827"
"4004","4202","37.5616"
"4004","4205","38.2205"
"4004","4206","30.6921"
"4004","4207","25.0914"
"4004","4208","31.1343"
"4004","4213","34.2781"
"4004","4215","45.3692"
"4004","4216","35.9239"
"4004","4217","26.1572"
"4004","4218","55.7647"
"4004","4219","32.3721"
"4004","4220","43.7217"
"4004","4225","77.4775"
"4004","4226","78.1158"
"4004","4227","28.741"
"4004","4228","63.2033"
"4004","4229","51.0112"
"4004","4230","22.5133"
"4004","4231","84.6209"
"4004","4232","42.4335"
"4004","4235","50.232"
"4004","4241","48.5257"
"4004","4242","44.2957"
"4004","4243","32.2138"
"4004","4245","29.0913"
"4004","4246","37.0405"
"4004","4247","39.0407"
"4004","4248","46.8181"
"4004","4250","27.7483"
"4004","4251","57.7542"
"4004","4253","55.1638"
"4004","4258","74.8163"
"4004","4260","55.4134"
"4004","4263","27.0689"
"4004","4268","77.1553"
"4004","4274","44.7373"
"4004","4275","39.897"
"4004","4276","27.4781"
"4004","4277","37.4709"
"4004","4278","30.2027"
"4004","4281","58.9224"
"4004","4283","42.2911"
"4004","4284","24.7255"
"4004","4286","37.1872"
"4004","4287","51.9671"
"4004","4288","52.204"
"4004","4289","38.5126"
"4004","4291","66.9321"
"4004","4292","47.5454"
"4004","4294","47.1249"
"4004","4296","48.0465"
"4004","4297","30.1377"
"4004","4302","41.8226"
"4004","4303","61.7925"
"4004","4308","53.8116"
"4004","4309","39.0538"
"4004","4311","67.8394"
"4004","4313","56.1677"
"4004","4314","47.8417"
"4004","4315","63.3013"
"4004","4316","54.8603"
"4004","4321","54.4273"
"4004","4322","46.917"
"4004","4324","38.7985"
"4004","4325","26.0502"
"4004","4327","68.5117"
"4004","4329","47.6117"
"4004","4331","57.8545"
"4004","4335","43.1374"
"4004","4340","29.0208"
"4004","4341","29.2164"
"4004","4342","40.9355"
"4004","4343","32.2631"
"4004","4344","39.6555"
"4004","4346","66.071"
"4004","4351","22.211"
"4004","4352","70.0134"
"4004","4353","61.7233"
"4004","4355","65.1414"
"4004","4356","34.3232"
"4004","4357","33.6146"
"4004","4358","61.6657"
"4004","4361","29.3793"
"4004","4362","38.8446"
"4004","4364","41.5198"
"4004","4365","36.4573"
"4004","4366","51.4835"
"4004","4367","26.7955"
"4004","4368","38.1089"
"4004","4370","35.2036"
"4004","4373","19.8998"
"4004","4374","45.8768"
"4004","4377","68.4559"
"4004","4379","79.4002"
"4004","4380","33.3537"
"4004","4382","40.0114"
"4004","4383","43.6272"
"4004","4384","80.9195"
"4004","4385","32.8097"
"4004","4389","39.1395"
"4004","4390","80.1846"
"4004","4391","35.2892"
"4004","4392","66.7865"
"4004","4394","36.9468"
"4004","4395","39.7433"
"4004","4398","31.9348"
"4004","4399","36.0095"
"4004","4400","32.7103"
"4004","4401","33.9972"
"4004","4403","40.1192"
"4004","4405","33.7957"
"4004","4406","41.2403"
"4004","4407","44.185"
"4004","4408","40.0536"
"4004","4410","49.1577"
"4004","4412","68.2402"
"4004","4415","33.8134"
"4004","4416","54.9274"
"4004","4417","63.0714"
"4004","4420","49.1765"
"4004","4425","44.4149"
"4004","4426","32.1858"
"4004","4427","33.7454"
"4004","4428","25.5678"
"4004","4429","52.6437"
"4004","4430","27.3319"
"4004","4433","30.4393"
"4004","4434","31.3035"
"4004","4435","28.0178"
"4004","4436","81.1505"
"4004","4438","32.8697"
"4004","4440","67.4604"
"4004","4445","50.0447"
"4004","4446","25.2002"
"4004","4447","74.9814"
"4004","4451","27.4725"
"4004","4452","39.55"
"4004","4453","45.5936"
"4004","4456","24.4429"
"4004","4457","47.8725"
"4004","4460","46.6305"
"4004","4461","61.5128"
"4004","4463","75.1627"
"4004","4466","51.591"
"4004","4468","30.59"
"4004","4470","25.7158"
"4004","4471","39.3486"
"4004","4472","32.6566"
"4004","4475","63.525"
"4004","4477","41.6791"
"4004","4484","37.3176"
"4004","4485","56.0331"
"4004","4488","91.4571"
"4004","4491","40.8117"
"4004","4492","50.4555"
"4004","4494","37.8191"
"4004","4495","64.5008"
"4004","4497","69.1705"
"4004","4498","42.9536"
"4004","4499","85.3536"
"4004","4500","44.2028"
"4004","4503","35.6122"
"4004","4504","31.2711"
"4004","4505","52.8827"
"4004","4507","31.0488"
"4004","4508","45.0709"
"4004","4515","49.6668"
"4004","4516","41.6409"
"4004","4517","23.7158"
"4004","4518","25.7333"
"4004","4519","38.1367"
"4004","4521","50.3078"
"4004","4522","31.8221"
"4004","4524","57.3025"
"4004","4526","45.2985"
"4004","4527","25.8562"
"4004","4528","48.6243"
"4004","4529","40.3596"
"4004","4531","26.826"
"4004","4538","67.0919"
"4004","4539","20.4025"
"4004","4540","66.6588"
"4004","4542","30.2016"
"4004","4545","36.3692"
"4004","4548","21.9536"
"4004","4550","29.1341"
"4004","4552","51.0111"
"4004","4554","26.0882"
"4004","4555","63.267"
"4004","4557","52.8796"
"4004","4559","58.0923"
"4004","4560","23.8321"
"4004","4562","55.875"
"4004","4563","41.7088"
"4004","4566","34.5365"
"4004","4570","73.2254"
"4004","4572","23.0317"
"4004","4573","20.7261"
"4004","4576","42.1267"
"4004","4578","29.5305"
"4004","4580","31.1291"
"4004","4582","37.2509"
"4004","4585","33.6975"
"4004","4586","46.7051"
"4004","4587","41.782"
"4004","4589","22.8354"
"4004","4591","35.4981"
"4004","4592","43.6783"
"4004","4594","23.3665"
"4004","4595","54.8839"
"4004","4600","45.4576"
"4004","4602","65.1654"
"4004","4603","15.82"
"4004","4604","28.1191"
"4004","4605","31.257"
"4004","4607","61.2335"
"4004","4609","46.8122"
"4004","4610","57.2273"
"4004","4612","44.3214"
"4004","4614","60.08"
"4004","4615","19.1305"
"4004","4616","33.9472"
"4004","4617","75.9626"
"4004","4618","73.0259"
"4004","4619","29.7665"
"4004","4621","65.704"
"4004","4622","33.07"
"4004","4623","55.3334"
