"user_id_1","user_id_2","score"
"57","66","24.5501"
"57","148","75.6939"
"57","175","27.41"
"57","210","33.105"
"57","225","38.0875"
"57","246","34.0858"
"57","247","35.5812"
"57","272","66.8468"
"57","280","44.1527"
"57","299","86.0604"
"57","312","62.641"
"57","313","75.9033"
"57","314","32.1681"
"57","334","62.2947"
"57","341","37.4944"
"57","348","77.3103"
"57","379","26.4387"
"57","381","54.449"
"57","384","39.8348"
"57","391","53.3844"
"57","392","56.3365"
"57","406","37.0703"
"57","410","37.5443"
"57","418","62.2361"
"57","421","70.352"
"57","425","42.7997"
"57","438","52.0078"
"57","440","25.6788"
"57","447","38.6244"
"57","448","53.5854"
"57","453","42.6689"
"57","463","43.2965"
"57","464","27.2"
"57","465","37.9577"
"57","473","86.3249"
"57","475","53.3838"
"57","478","46.5145"
"57","494","55.2205"
"57","496","38.0085"
"57","498","55.7136"
"57","499","31.8159"
"57","501","76.4476"
"57","511","58.0289"
"57","513","43.2064"
"57","519","39.8349"
"57","520","31.1312"
"57","522","43.7134"
"57","541","31.771"
"57","543","28.701"
"57","548","39.4707"
"57","550","41.3327"
"57","555","33.2053"
"57","564","32.2832"
"57","573","43.6186"
"57","584","65.7857"
"57","585","54.6153"
"57","595","33.25"
"57","598","34.8884"
"57","612","70.1973"
"57","629","49.0275"
"57","632","62.8964"
"57","634","29.475"
"57","637","60.3053"
"57","639","72.4188"
"57","649","44.3003"
"57","653","33.1841"
"57","656","39.6611"
"57","666","35.3954"
"57","667","33.4704"
"57","668","34.3973"
"57","696","24.7879"
"57","700","37.1868"
"57","713","38.8498"
"57","716","40.5528"
"57","717","26.7973"
"57","718","23.8935"
"57","719","38.2046"
"57","720","83.5399"
"57","723","62.3783"
"57","731","37.521"
"57","734","35.5944"
"57","745","43.1221"
"57","748","59.7561"
"57","749","76.2973"
"57","756","69.7828"
"57","768","54.1492"
"57","776","30.7223"
"57","779","42.7264"
"57","782","23.3348"
"57","787","55.2125"
"57","794","71.3668"
"57","795","40.126"
"57","796","43.3426"
"57","797","31.7333"
"57","799","92.1149"
"57","817","55.2047"
"57","819","85.0162"
"57","829","36.0481"
"57","831","56.0307"
"57","833","67.2166"
"57","835","34.1346"
"57","838","72.8591"
"57","843","74.1171"
"57","844","36.5526"
"57","845","40.6746"
"57","847","70.9758"
"57","850","35.4565"
"57","856","59.83"
"57","858","38.6563"
"57","861","55.4585"
"57","862","47.2092"
"57","870","38.224"
"57","873","60.969"
"57","874","61.3305"
"57","877","33.2472"
"57","885","29.9636"
"57","887","53.2454"
"57","893","37.964"
"57","909","25.6012"
"57","914","52.7141"
"57","917","79.5064"
"57","924","81.0362"
"57","927","41.9418"
"57","930","62.0954"
"57","936","76.4425"
"57","940","49.6138"
"57","945","23.6762"
"57","946","64.0981"
"57","956","78.1225"
"57","957","26.3282"
"57","959","44.6921"
"57","967","25.7645"
"57","971","41.1753"
"57","975","24.1436"
"57","978","60.7725"
"57","981","56.3842"
"57","984","31.308"
"57","985","39.0523"
"57","986","65.9803"
"57","989","28.9554"
"57","990","46.296"
"57","994","47.2514"
"57","995","30.413"
"57","997","51.3767"
"57","1000","48.1337"
"57","1002","43.2001"
"57","1007","46.4136"
"57","1008","52.3095"
"57","1009","28.6268"
"57","1012","47.5616"
"57","1026","47.0507"
"57","1030","79.5664"
"57","1035","46.6392"
"57","1045","49.2165"
"57","1046","41.2947"
"57","1048","70.4476"
"57","1050","48.7758"
"57","1052","35.2566"
"57","1059","42.854"
"57","1061","43.8063"
"57","1065","45.6898"
"57","1068","34.391"
"57","1073","23.3645"
"57","1074","52.8146"
"57","1079","38.2447"
"57","1082","34.8693"
"57","1083","44.8583"
"57","1085","72.5615"
"57","1095","37.7658"
"57","1096","36.5458"
"57","1097","53.0243"
"57","1098","68.5824"
"57","1099","62.8057"
"57","1102","80.2226"
"57","1105","40.3211"
"57","1109","78.0824"
"57","1110","26.4458"
"57","1118","25.5453"
"57","1119","44.4664"
"57","1121","41.4403"
"57","1131","80.9057"
"57","1132","49.0755"
"57","1140","67.1074"
"57","1141","32.332"
"57","1144","42.3414"
"57","1145","74.7258"
"57","1146","70.982"
"57","1148","81.713"
"57","1150","50.2903"
"57","1155","32.2906"
"57","1157","33.8018"
"57","1162","38.4839"
"57","1166","41.7135"
"57","1167","65.1168"
"57","1170","51.0702"
"57","1171","67.3576"
"57","1173","60.6069"
"57","1174","88.8406"
"57","1175","67.6021"
"57","1178","25.3371"
"57","1180","42.9141"
"57","1184","20.8721"
"57","1187","52.8157"
"57","1191","46.3298"
"57","1194","23.8671"
"57","1196","21.9655"
"57","1198","33.1433"
"57","1199","29.9616"
"57","1201","72.8314"
"57","1205","59.5588"
"57","1206","37.9213"
"57","1212","39.686"
"57","1218","39.4578"
"57","1221","87.0926"
"57","1225","56.5702"
"57","1229","41.3206"
"57","1239","35.8447"
"57","1245","46.8502"
"57","1249","43.7851"
"57","1251","39.8581"
"57","1252","56.1081"
"57","1255","26.697"
"57","1263","50.2245"
"57","1271","63.3834"
"57","1275","79.2647"
"57","1276","34.0683"
"57","1281","53.685"
"57","1284","34.9176"
"57","1289","34.3475"
"57","1292","27.6249"
"57","1294","33.8505"
"57","1296","29.5293"
"57","1298","41.606"
"57","1299","55.3067"
"57","1300","31.0644"
"57","1304","76.524"
"57","1305","56.67"
"57","1309","39.3359"
"57","1310","37.6202"
"57","1315","50.2138"
"57","1316","40.9262"
"57","1317","65.7248"
"57","1319","25.5377"
"57","1320","50.6609"
"57","1323","44.2756"
"57","1326","29.9491"
"57","1327","43.7451"
"57","1328","84.8146"
"57","1331","32.8379"
"57","1334","59.2106"
"57","1336","28.9623"
"57","1337","26.0762"
"57","1340","30.2414"
"57","1345","42.599"
"57","1346","36.9547"
"57","1351","78.5711"
"57","1352","78.0874"
"57","1353","55.2515"
"57","1354","23.0584"
"57","1355","28.5034"
"57","1357","56.201"
"57","1360","46.4094"
"57","1362","33.588"
"57","1363","31.6502"
"57","1367","30.1654"
"57","1372","42.3272"
"57","1384","26.6047"
"57","1388","56.8076"
"57","1390","35.5807"
"57","1391","26.1114"
"57","1392","68.633"
"57","1398","60.2461"
"57","1399","32.0793"
"57","1400","37.3002"
"57","1407","60.6854"
"57","1409","35.8299"
"57","1413","60.8998"
"57","1416","43.6962"
"57","1420","40.9376"
"57","1421","43.4488"
"57","1422","51.4597"
"57","1424","64.3034"
"57","1426","42.3497"
"57","1427","30.6993"
"57","1431","37.0904"
"57","1433","18.1946"
"57","1434","48.8095"
"57","1435","77.1749"
"57","1436","22.8409"
"57","1437","58.6068"
"57","1439","39.2836"
"57","1441","56.357"
"57","1443","29.285"
"57","1445","33.0922"
"57","1447","30.0685"
"57","1448","20.9726"
"57","1449","43.7884"
"57","1450","34.904"
"57","1451","28.7844"
"57","1455","28.1464"
"57","1460","40.4745"
"57","1465","54.3192"
"57","1472","83.4793"
"57","1474","44.4284"
"57","1475","32.4374"
"57","1476","48.2146"
"57","1479","78.9755"
"57","1482","28.646"
"57","1485","63.4415"
